id,sentence_pt,reference_en,seamless_translation,latency_sec
common_voice_pt_19887562,Um cachorrinho está pulando no ar sobre um campo nevado.,"Over a snowy field, a puppy jumps in the air.",A puppy is jumping in the air over a snowy field.,0.8724570274353027
common_voice_pt_19887535,Uma menina segurando um violino com outro dançando em uma praia com ondas rolando.,A girl holds an violin while dancing in a beach has waves roll.,A girl holding a violin with another dancing on a beach with rolling waves.,0.918668270111084
common_voice_pt_19821743,um homem realiza um grande salto.,A man does a great leap.,A man makes a big jump.,0.5226054191589355
common_voice_pt_19818141,O que é que você deseja saber?,What is it that you wish to know?,What do you wish to know?,0.5824301242828369
common_voice_pt_19818142,Quatro canoístas e canoístas perto de uma parede da rocha.,Four paddlers near a rock wall.,Four canoeists and canoeists near a rock wall.,0.8450591564178467
common_voice_pt_19818145,Você pode vir me pegar no escritório?,Can you pick me up at the office?,Can you come pick me up at the office?,0.7370998859405518
common_voice_pt_19818146,"Não, eu não vi isso.","No, I didn’t see it.","No, I didn't see that.",0.5973396301269531
common_voice_pt_19818157,Meu império vai do oceano no leste até o cume da montanha no oeste.,My empire ranges from the ocean in the east until the mountain’s peak in the west.,My empire goes from the ocean in the east to the top of the mountain in the west.,0.926403284072876
common_voice_pt_19818162,Três pessoas estão jogando vôlei aquático em uma piscina,Three people are playing water volleyball in a pool.,Three people are playing water volleyball in a pool.,0.6651127338409424
common_voice_pt_19818164,Um adolescente tem um anel de prata saindo do nariz.,A teenager has a silver ring coming out of his nose.,A teenager has a silver ring coming out of his nose.,0.6685280799865723
common_voice_pt_19818165,Ruth está chateada.,Ruth is upset.,Ruthie is upset.,0.45563268661499023
common_voice_pt_19818166,Eles se encontraram com um monte de gente no bar.,They met with a bunch of people in the bar.,They met a lot of people in the bar.,0.5756127834320068
common_voice_pt_19818173,Uma silhueta de um homem com uma vara de pescar.,The silhouette of a man with a fishing rod.,A silhouette of a man with a fishing rod.,0.672565221786499
common_voice_pt_19818176,"A primeira preocupação é remendar os buracos no navio, então podemos bombear a água.","The first thing to do is patch the holes in the boat, then we can pump out the water.","The first concern is to repair the ship's holes, so we can pump the water.",0.9490165710449219
common_voice_pt_19818312,Vou lhe enviar o último e-mail.,I’ll send you the last email.,I will send you the last email.,0.5038740634918213
common_voice_pt_19818158,Um menino com um martelo vermelho de brinquedo.,A boy with a red toy hammer.,A boy with a red toy hammer.,0.5660569667816162
common_voice_pt_19818159,Dois homens estão jogando basquete,Two men are playing basketball.,Two men are playing basketball.,0.45801568031311035
common_voice_pt_19818160,Homens em coletes laranja estão trabalhando em um canteiro de obras.,Men in orange vests are working at a construction site.,Men in orange vests are working on a construction site.,0.7042365074157715
common_voice_pt_19818161,"O amor faz muito, mas o dinheiro faz tudo.","Love does a lot, but money does it all.","Love does a lot, but money does everything.",0.6641299724578857
common_voice_pt_19821771,Fora da frigideira para o fogo,Out of the frying pan into the oven.,Out of the frying pan into the fire.,0.5720546245574951
common_voice_pt_19821770,Mas o que eu posso fazer?,But what can I do?,But what can I do?,0.43625450134277344
common_voice_pt_19821769,Não há mais ninguém no papel que possa escrever!,There is no one else in the paper that could write it!,There is no one else on the paper who can write!,0.6509475708007812
common_voice_pt_19821768,Soldado sentado em cima do jipe segurando uma metralhadora e soldado sentado dentro.,A soldier sitting on top of the jeep holding a machinegun and another soldier sitting inside.,Soldier sitting on top of the jeep holding a machine gun and soldier sitting inside.,0.9902637004852295
common_voice_pt_19821767,Juntos? podemos governar o mundo!,Together we can rule the world!,"Together, we can rule the world!",0.500206470489502
common_voice_pt_19818116,Os narcisos estão florescendo.,The daffodils are flourishing.,The nuts are blooming.,0.4862377643585205
common_voice_pt_19818314,Aqui está uma piada que eu gosto.,Here’s a joke I like.,Here is a joke that I like.,0.5584337711334229
common_voice_pt_19818115,O nome Brian Anderson significa alguma coisa para você?,Does the name Brian Anderson mean anything to you?,Does the name Brian Anderson mean anything to you?,0.6420536041259766
common_voice_pt_19818114,"Se eu tivesse a escolha entre mel e geleia, escolheria o último.","If I had the choice between honey and jelly, I would pick the second.","If I had a choice of honey and jelly, I would choose the latter.",0.838350772857666
common_voice_pt_19818315,"Mais cedo ou mais tarde, todos os barcos produzem água.","Sooner or later, every boat will meet the water.","Sooner or later, all boats produce water.",0.6241204738616943
common_voice_pt_19818346,"Um pai se espalhando, um filho colecionador.","A dad spreading himself, a child collector.","A father spreading out, a son comforting.",0.6189775466918945
common_voice_pt_19818347,Arremesse a palha pela porta do estábulo.,Throw the hay through the stable’s door.,He throws the straw through the stable door.,0.6253764629364014
common_voice_pt_19821742,Um tolo em um vestido não é o mais sábio.,A fool in a dress isn’t the wisest of all.,A fool in a dress is not the wisest.,0.6595890522003174
common_voice_pt_19818091,"Lua clara, mar calmo.","Clear moon, tranquil sea.","Clear moon, calm sea.",0.4853048324584961
common_voice_pt_19818093,Hoje eu estou tornando a Internet mais inclusiva.,Today I’m making the Internet more inclusive.,Today I am making the Internet more inclusive.,0.6224396228790283
common_voice_pt_19818094,Um homem está fazendo um salto na prancha perto de outras pessoas na água.,A man is jumping on his surfboard near other people in the water.,A man is jumping on the board next to other people in the water.,0.8643238544464111
common_voice_pt_19818110,Uma criança chuta o ar do lado de fora em um evento esportivo.,A child kicks into the wind outside of a sporting event.,A child kicks the air outside at a sporting event.,0.7630453109741211
common_voice_pt_19821744,Um homem está colhendo vegetais da terra marrom.,A man is picking up vegetables from the brown soil.,A man is harvesting vegetables from the brown earth.,0.6656982898712158
common_voice_pt_19821745,Um homem está parado em um ponto de ônibus lendo um jornal.,A man is waiting in a bus stop reading a newspaper.,A man is standing at a bus stop reading a newspaper.,0.7443382740020752
common_voice_pt_19821746,Eu sonhei que eu era seu pai.,I dreamed I was your father.,I dreamt that it was your father.,0.5267868041992188
common_voice_pt_19818107,Uma mulher de cabelo marrom nova joga sua guitarra e canta em um microfone.,A brown-haired young woman plays her guitar and sings in a microphone,A young brown-haired woman plays her guitar and sings into a microphone.,0.9113469123840332
common_voice_pt_19818108,É preciso muita ajuda para acabar com isso.,A lot of help is required to end this.,It takes a lot of help to end this.,0.6003620624542236
common_voice_pt_19818349,Um homem em uma jaqueta branca tocando uma guitarra.,A man in a white jacket playing guitar.,A man in a white jacket playing a guitar.,0.6619093418121338
common_voice_pt_19818350,"Tiffany nos disse, o banco é feito de madeira de faia.","Tiffany told us, the bench is made of beechwood.",Tiffany told us the bench is made of wood and beam.,0.7107949256896973
common_voice_pt_19818406,Um homem vestindo uma camisa roxa está usando uma seringa em um laboratório.,A man wearing a purple shirt is using a syringe in a lab.,A man wearing a purple shirt is using a syringe in a lab.,0.8855836391448975
common_voice_pt_19818407,Um bebê com cabelo loiro chorando ou gritando.,A baby with blonde hair crying or screaming.,A baby with blond hair crying or screaming.,0.6684310436248779
common_voice_pt_19818409,Uma pessoa que executa um truque do snowboarding em uma montanha alta.,A person that does a snowboard trick in a tall mountain.,A person performing a snowboarding trick on a high mountain.,0.7884945869445801
common_voice_pt_19818410,Um homem vestindo uma camisa preta está andando na rua.,A man wearing a black shirt is walking down the street.,A man wearing a black shirt is walking down the street.,0.75496506690979
common_voice_pt_19818642,Você entende isso?,Do you understand this?,Do you understand that?,0.45514941215515137
common_voice_pt_19818643,Seu discurso terminou com uma ovação de pé.,Your speech ended with a standing ovation.,His speech ended with a standing ovation.,0.622730016708374
common_voice_pt_19818644,Um menino está sentado em um balanço.,A boy is sitting on a swing.,A boy is sitting on a swing.,0.5728464126586914
common_voice_pt_20081675,Uma garota faz waffles na cozinha.,A girl makes waffles in the kitchen.,A girl makes waffles in the kitchen.,0.6294548511505127
common_voice_pt_20081426,Um grupo de homens jogando um jogo de rugby.,A group of men playing a rugby game.,A group of men playing a rugby game.,0.6410558223724365
common_voice_pt_20081658,Um menino está correndo pela faixa de pedestres.,A boy is running through the crosswalk.,A boy is running down the sidewalk.,0.6652960777282715
common_voice_pt_20081668,Não faz sentido.,It doesn’t make sense.,It doesn't make sense.,0.499894380569458
common_voice_pt_20081451,Uma mulher funde o dente-de-leão sopra em um campo.,A woman % the dandelion blows in a field.,A woman melting a lion's tooth blows in a field.,0.9109795093536377
common_voice_pt_20081669,Eu realmente não sei.,I really don’t know.,I really don't know.,0.49710798263549805
common_voice_pt_20081671,"Naquele momento, o telefone tocou.","In that moment, the phone rang.","At that moment, the phone rang.",0.5811495780944824
common_voice_pt_20081672,Uma composição musical para sete instrumentos.,A musical composition for seven instruments.,A musical composition for seven instruments.,0.5594444274902344
common_voice_pt_20081673,Está congelando lá fora!,It is freezing out there!,It's freezing out there!,0.5163791179656982
common_voice_pt_20081674,Eu não concordo.,I don’t agree.,I don't agree with that.,0.5391860008239746
common_voice_pt_20081676,"Eles estabeleceram isso em todos os lugares, ou correram para restaurá-lo.","They establish that everywhere, or they rushed to restore it.",They set it up everywhere or ran to the restaurant.,0.7416417598724365
common_voice_pt_20081681,Ela não tinha um.,She didn’t have one.,She didn't have one.,0.47950100898742676
common_voice_pt_20081685,Os dois se conheceram enquanto brincavam na areia.,The two met while playing in the sand.,The two met while playing in the sand.,0.607719898223877
common_voice_pt_20081686,"Vou ficar com trocadilhos ruins no futuro?, eu acho.","I will get bad puns in the future, I think.",I think I will get some bad jokes in the future.,0.7803497314453125
common_voice_pt_20081718,Uma garota sorri enquanto interage com o pessoal médico,A girl smiles while interacting with the medical staff.,A girl smiles while interacting with a medical staff,0.6955811977386475
common_voice_pt_20081422,Menino patinando em um trilho de metal.,Boy skating on a metal rail.,A boy skating on a metal track.,0.6301639080047607
common_voice_pt_20081653,Uma motocicleta e dois táxis verdes estão dirigindo pela rua na chuva.,A motorcycle and two green taxis are driving down the street in the rain.,A motorcycle and two green taxis are driving down the street in the rain.,0.9082286357879639
common_voice_pt_20081638,Um cavalheiro negro está dançando no chão de ladrilhos.,A black gentleman is dancing on the tile floor.,A black knight is dancing on the brick floor.,0.7473092079162598
common_voice_pt_20081635,Girafas são vegetarianas.,Giraffes are vegetarian.,Giraffes are vegetarians.,0.5323927402496338
common_voice_pt_20081633,Tão certo quanto eu estou vivo,As sure as I am alive.,As sure as I am alive,0.4720914363861084
common_voice_pt_20081632,A verdade é que eu não sei.,The truth is don’t know.,The truth is I don't know.,0.6119289398193359
common_voice_pt_20081620,A perda de um homem é o ganho de outro homem.,The loss of one man is the gain of another man.,A mans loss is another mans gain.,0.7181832790374756
common_voice_pt_20081721,Um homem de camisa azul monta um monociclo com bastões flamejantes na mão.,A man wearing a blue shirt rides a unicycle with flaming sticks in his hand.,A man in a blue shirt rides a motorcycle with flaming sticks in his hand.,0.9800019264221191
common_voice_pt_20081423,Um grupo de pessoas asiáticas idosas reuniu instrumentos de tocar em um parque.,A group of elderly Asian people gathered instrument to play in a park.,A group of elderly Asian people gathered musical instruments in a park.,1.0071561336517334
common_voice_pt_20081511,A galinha olho para o homem.,The chickens looks at the man.,The chicken has an eye for the man.,0.6163754463195801
common_voice_pt_20081510,Três crianças estão brincando juntas,Three children are playing together.,Three children are playing together.,0.4794769287109375
common_voice_pt_20081477,Tanto o corpo como a tampa e o portão serão elásticos.,"Both the body, the cover and the gate will be elastic.",Both the body and the lid and the gate will be elastic.,0.7613279819488525
common_voice_pt_20081475,Um cão marrom joga com uma bola alaranjada brilhante na neve.,A brown dog plays with a bright orange ball in the snow.,A brown dog plays with a bright orange ball in the snow.,0.7846238613128662
common_voice_pt_20081474,Uma mulher de azul está subindo uma grande rocha,A woman in blue is climbing a large rock.,A woman in blue is climbing a big rock.,0.7028918266296387
common_voice_pt_20081472,Duas pessoas estão andando em um caminho listrado.,Two people are walking in a striped path.,Two people are walking on a paved road.,0.6637346744537354
common_voice_pt_20081465,Rollerbladers rolam em formação descendo uma colina.,Rollerbladers roll in formation down a hill.,Rollerblades roll in formation down a hill.,0.6848971843719482
common_voice_pt_20081463,Garota de pé na frente de uma banda musical tocando para uma festa,Girl standing in front of a musical band playing for a party.,Girl standing in front of a band playing for a party,0.7144732475280762
common_voice_pt_20081448,Um homem está fumando um cigarro enquanto passa algumas roupas.,A man is smoking a cigarette while ironing some clothes.,A man is smoking a cigarette while passing some clothes.,0.8023531436920166
common_voice_pt_19551509,Aparências enganam.,Appearances are deceptive.,Appearances deceive.,0.4719526767730713
common_voice_pt_19551530,Um cão bronzeado está andando na neve perto de árvores cobertas de neve.,A tanned dog is walking in the snow near the snow covered trees.,A tanned dog is walking in the snow near snow-covered trees.,0.9136810302734375
common_voice_pt_19551466,As mãos de uma criança com mangas roxas? usam clipes jacaré.,The mothers of the child with purple sleeves wear id clips.,The hands of a child with purple sleeves use jacaranda clips.,0.8915152549743652
common_voice_pt_19551472,Uma pessoa usando um capacete amarelo está subindo um penhasco,A person with a yellow helmet is climbing up a hill.,A person wearing a yellow helmet is climbing a cliff.,0.8519363403320312
common_voice_pt_19551473,Como você faz isso?,How do you do that?,How do you do that?,0.47753095626831055
common_voice_pt_19551474,Eu tentei tanto me manter longe das suas palhaçadas.,I tried so hard to stay away from your tomfoolery.,I tried so hard to stay away from your clowns.,0.7032120227813721
common_voice_pt_19551475,Aceleração do tempo.,The acceleration of time.,Acceleration of time.,0.4707803726196289
common_voice_pt_19551476,Dois homens no cerco praticando branco em uma corte.,Two men surrounded practicing in a court.,Two men in the fence practicing white in a courtyard.,0.7756199836730957
common_voice_pt_19551538,O médico chorou depois do seu nascimento.,The doctor cried after your birth.,The doctor cried after his birth.,0.6046590805053711
common_voice_pt_19551537,Eu preciso adicionar uma música por Amanda Stern para o playlist cloud rap.,I need to add a Amanda Stern song to my rap playlist in the cloud.,I need to add a song by Amanda Stern to the Cloud Rap playlist.,0.876570463180542
common_voice_pt_19551535,Um menino está chutando uma bola azul no tapete cercado por brinquedos.,A boy is kicking a blue ball in the mat surrounded by toys.,A boy is throwing a blue ball on the carpet surrounded by toys.,0.8896863460540771
common_voice_pt_19551534,Que alegria há em viver?,What joy is there to live?,What joy is there in living?,0.47673916816711426
common_voice_pt_19551533,Tigres e leões são assustadores.,Tigers and lions are scary.,Tigers and lions are scary.,0.5885040760040283
common_voice_pt_19551529,Um homem com uma roupa de freira tem um cigarro na boca.,A man in a nun’s costume has a cigarette in his mouth.,A man in a nun's outfit has a cigarette in his mouth.,0.8779010772705078
common_voice_pt_19551527,adicionar bater um tambor para minha lista de reprodução de limpeza,Add beating the drum to my cleaning playlist.,Add drumming to my cleaning playlist,0.6672658920288086
common_voice_pt_19551525,Os grandes governantes descobriram que a grade estava rangendo em seus nervos.,The great governors figured out that the rail was creaking in their nerves.,The great rulers discovered that the grid was rattling on their nerves.,0.9012782573699951
common_voice_pt_19551524,Um grupo de pessoas e um cão sentado na arquibancada de concreto.,A group of people and a dog are sitting in the concrete stands.,A group of people and a dog sitting on a concrete bench.,0.8001542091369629
common_voice_pt_19551477,Não tente lamber esse poste? sua língua ficará presa!,Don’t try to lick this lamp post. Your tongue will get stuck!,"Don't try to lick that post, your tongue will get stuck.",0.8788821697235107
common_voice_pt_19551478,Eu não pude.,I couldn’t.,I couldn't.,0.42869067192077637
common_voice_pt_19551479,O cachorro marrom está nadando na água,The brown dog is swimming in the water.,The brown dog is swimming in the water.,0.6320664882659912
common_voice_pt_19551480,Uma mulher às compras de frutas em um mercado ao ar livre,A woman goes fruit shopping in a open market.,A woman shopping for fruit in an open-air market.,0.7365047931671143
common_voice_pt_19551481,É um clube privado? para apenas as pessoas mais respeitáveis.,It’s a private club only for the most respectable people.,Is it a private club? Only for the most respectable people.,0.7766554355621338
common_voice_pt_19551522,Um grupo de pessoas está dançando.,A group of people is dancing.,A group of people is dancing.,0.5792379379272461
common_voice_pt_19551510,Susan envolveu cada presente individualmente.,Susan wrapped each gift one by one.,Susan wrapped each gift individually.,0.6532065868377686
common_voice_pt_19551511,Uma mulher com uma pá.,A woman with a shovel.,A woman with a shovel.,0.5221669673919678
common_voice_pt_19551512,Jogador de futebol em azul está limpando a boca com a camisa,The soccer player in blue is cleaning up his mouth with the shirt.,A soccer player in blue is wiping his mouth with his shirt.,0.899766206741333
common_voice_pt_19551513,Duas raparigas jogam em um conjunto de barras paralelas em um playground.,Two girls play in a set of parallel bars at the playground.,Two girls play in a set of parallel bars in a playground.,0.8215458393096924
common_voice_pt_19551460,Era leite amargo,It was bitter milk.,It was bitter milk.,0.4414522647857666
common_voice_pt_19551462,Homens de calções de escalada.,Men in hiking shorts.,Men in climbing pants.,0.5734035968780518
common_voice_pt_19551461,Um jovem rapaz de camisa vermelha oferece água a uma tartaruga.,A young man in a red shirt gives water to a turtle.,A young boy in a red shirt offers water to a turtle.,0.8962819576263428
common_voice_pt_19551448,O agente responde ao comandante de sua própria ação e de seus assistentes.,The agent answers to the commanding chief for his own actions and for his assistants’.,The agent answers to the commander for his own action and that of his assistants.,0.9745361804962158
common_voice_pt_19551458,O garoto faz um truque de skate.,The boy did a skateboard trick.,The boy does a skate trick.,0.6217288970947266
common_voice_pt_19551457,Pessoas subindo um conjunto estreito de escadas de madeira.,People walking up a set of wooden stairs.,People climbing a narrow set of wooden stairs.,0.8051366806030273
common_voice_pt_19551456,Um grupo de meninos está jogando um jogo em uma praia.,A group of kids is playing a game in the beach.,A group of boys are playing a game on a beach.,0.7249212265014648
common_voice_pt_19551455,As pessoas estão jogando em meio a jatos públicos.,People are playing amidst water sprays in public.,People are playing in the middle of public jets.,0.7042016983032227
common_voice_pt_19551453,"Sem questionar, ele disse o que a tela de seu computador ditou para ele.","Without questioning, he said out loud what the computer screen dictated to him.","Without questioning, he said what the screen of his computer dictated to him.",0.912147045135498
common_voice_pt_19551452,Um homem segura um bebê enquanto está suspenso entre dois prédios.,A man holds a baby while hanging between two buildings.,A man holds a baby while it is suspended between two buildings.,0.7809929847717285
common_voice_pt_19551497,Um grupo de homens ergue os braços para sinalizar enquanto olham para a esquerda.,A group of men raise their arms to signal while looking to the left.,A group of men raise their arms to signal while looking to the left.,1.1808586120605469
common_voice_pt_19551450,Garotos gordinhos levantam as mãos no ar enquanto jogam um esporte.,Chubby kids raise their hands up in the air while playing sports.,Fat boys raise their hands in the air while playing a sport.,1.0923364162445068
common_voice_pt_19551515,Oh? Eu não sei.,Oh? I don’t know.,"Oh, I don't know.",0.5309548377990723
common_voice_pt_19551517,Trabalhar em casa tem desvantagens e vantagens.,Working from home has disadvantages and advantages.,Working from home has advantages and disadvantages.,0.7416090965270996
common_voice_pt_19551498,A mulher está lendo para um menino sobre dinossauros.,A woman is reading to a kid about dinosaurs.,The woman is reading to the boy about dinosaurs.,0.7389256954193115
common_voice_pt_19551501,Homem de camisa branca atravessa o rio.,A man in a white shirt crosses the river.,A man in a white shirt crosses the river.,0.6932706832885742
common_voice_pt_19551521,"Tudo não foi vendido, e o outro?","Not everything was sold, what about the other?","Everything was not sold, and the other one?",0.6507227420806885
common_voice_pt_19551519,Para troca de tarefas em particular? apesar de? eu não uso os comandos internos.,Although I don’t use the internal commands to change tasks individually.,For the exchange of tasks in particular? Although? I don't use the internal commands.,1.3456659317016602
common_voice_pt_19551465,Um homem está de pé sobre as rochas nevadas.,A man is standing up on the snowy rocks.,A man is standing on the snow-covered rocks.,0.7996935844421387
common_voice_pt_19551507,Uma mulher está andando e segurando um saco de plástico.,A woman is walking and holding a plastic bag.,A woman is walking and holding a plastic bag.,0.719702959060669
common_voice_pt_19551508,Duas mulheres de preto têm sangue no rosto e joelho,Two women in black have blood in their faces and knees.,Two women in black have blood on their face and knees.,0.7877449989318848
common_voice_pt_19551464,O homem com a camisa vermelha e cinza e óculos está apontando.,The man with a red and gray shirt and glasses is pointing.,The man in the red and gray shirt and glasses is pointing.,0.9125115871429443
common_voice_pt_19589040,Há muito o que um corpo pode fazer.,There’s a lot that a body can do.,There's a lot a body can do.,0.5749711990356445
common_voice_pt_19589017,Um pouco de francês é pior que nenhum.,A bit of french is better than none.,A little French is worse than none.,0.6441724300384521
common_voice_pt_19589016,Meu chaveiro é pesado e desajeitado para carregar no meu bolso.,My key is heavy and clumsy to carry in my pocket.,My key was heavy and awkward to carry in my pocket.,0.8322861194610596
common_voice_pt_19589014,Linda mulher caminhando com óculos de sol.,Pretty woman walking with sunglasses.,Beautiful woman walking with sunglasses.,0.6166973114013672
common_voice_pt_19589013,Uma pessoa está em pé sobre rochas irregulares acima da água abaixo.,A person is standing on irregular stones on the water below.,A person is standing on irregular rocks above the water below.,0.8041462898254395
common_voice_pt_19589002,Que ele frequentou um seminário até os dezesseis anos.,That he went to a seminar until he was sixteen years old.,That he attended a seminary until he was sixteen.,0.752983570098877
common_voice_pt_19588971,Eu quero ver uma lista dos filmes mais próximos do cinema,I want to see a list of the movies about to be released in the theaters.,I want to see a list of the movies closest to the cinema,0.7783076763153076
common_voice_pt_19589009,A jovem não deu uma resposta clara.,The young woman didn’t give a clear answer.,The young woman did not give a clear answer.,0.6486063003540039
common_voice_pt_19588973,Seu site de mercado era o mais próximo de ser concluído.,Your marketing website was the closest to be finished.,His market site was the closest to being completed.,0.7494399547576904
common_voice_pt_19589039,Uma criança brinca com seu jogo de trem de brinquedo de madeira.,A child plays with their wooded toy train set.,A child plays with his wooden toy train game.,0.7238521575927734
common_voice_pt_19589036,Onde estão as chaves?,Where are the keys?,What's the store doing?,0.4747023582458496
common_voice_pt_19588974,Um homem que veste uma camisa azul sustenta uma obra de arte.,A man wearing a blue shirt is holding up a work of art.,The man wearing a blue shirt holds up a work of art.,0.8129289150238037
common_voice_pt_19589041,Dois meninos estão sentados em um monte de sujeira.,Two boys are sitting in a bunch of dirt.,Two boys are sitting on a pile of dirt.,0.7226512432098389
common_voice_pt_19589030,Um homem acenando e esqui aquático no meio de um lago.,A man is waving and water skiing in the middle of a lake.,A man waving and water skiing in the middle of a lake.,0.8011209964752197
common_voice_pt_19589037,Por que você não tem seus amigos se juntando a nós?,Why don’t your friends join us?,Why don't you have your friends join us?,0.607752799987793
common_voice_pt_19589024,Um homem mais velho em uma escada tende a plantas,An older man in a staircase is enjoying the plants.,An older man on a ladder tends to plants.,0.7355268001556396
common_voice_pt_19589043,Robert é o rei do recreio.,Robert is the king of recess.,Robert is the king of recreation.,0.5214266777038574
common_voice_pt_19589044,Isso foi graças ao ouro sendo descoberto e à construção de minas de ouro.,That was thanks to the gold being discovered and the construction of gold mines.,This was thanks to the discovery of gold and the construction of gold mines.,0.9037907123565674
common_voice_pt_19589031,Eu te disse que meu melhor amigo está vindo me visitar em breve?,Did I tell you that my best friend is coming to visit me soon?,Did I tell you that my best friend is coming to visit me soon?,0.7678866386413574
common_voice_pt_19589008,Você já esteve no Japão?,Have you ever been to Japan?,Have you ever been to Japan?,0.5146172046661377
common_voice_pt_19589007,O Coral de Natal do Éden está se apresentando.,Eden’s Christmas Choir is presenting.,The Christmas choir of Ed is performing.,0.632610559463501
common_voice_pt_19589006,As pétalas caem com o próximo sopro de vento.,The petals fall with the blowing wind.,The petals fall with the next breath of wind.,0.6667075157165527
common_voice_pt_19589012,O homem idoso está fixando a bicicleta virada.,The old man is lifting up the upside down bike.,The old man is fixing the bike turned.,0.6427841186523438
common_voice_pt_19589005,Dois cães marrons estão usando focinheiras e correndo muito rápido pela grama.,Two brown dogs are wearing muzzles and running very fast in the grass.,Two brown dogs are wearing muzzles and running very fast through the grass.,0.9169602394104004
common_voice_pt_19589004,Um homem sem camisa sobe uma parede de rocha,A shirtless man climbs up a rock wall.,A man without a shirt climbs a rock wall,0.6638829708099365
common_voice_pt_19589032,"Por favor, aguarde um momento enquanto eu estou investigando o problema.","Please, wait a moment while I’m investigating the problem.",Please wait a moment while I investigate the problem.,0.6839945316314697
common_voice_pt_19589033,Então ela pegou as duas mãos dele na dela e começou a orar baixinho.,So she put both of his hands on top of hers and started to quietly pray.,So she took both his hands in hers and began to pray low.,0.8980505466461182
common_voice_pt_19589001,A peça começou assim que nos sentamos.,The play started as soon as we seated.,The play began as soon as we sat down.,0.6744101047515869
common_voice_pt_19589000,Um chef mistura a massa enquanto mostra as instruções do aluno.,A chef mixes the batter while showing the student’s instructions.,A chef mixes the dough while showing the student the instructions.,0.8246240615844727
common_voice_pt_19589018,Não está interessado na oferta de licenças de software antivírus e assim por diante,No interested in the antivirus software licenses and so on.,You are not interested in offering antivirus software licenses and so on.,0.8066067695617676
common_voice_pt_19588985,"O pescador, quando ele tem peixe, não conhece sua mãe.","The fisherman, when he’s holding fish, doesn’t meet your mother.","The fisherman, when he has fish, doesn't know his mother.",0.8039004802703857
common_voice_pt_19589019,A caixa de lata continha pedras preciosas.,The tin can contained precious stones.,The tin box contained precious stones.,0.6558437347412109
common_voice_pt_19589020,Qualquer um que passasse pela ponte teria que pagar.,Anyone one that crossed the bridged had to pay.,Anyone who passes the bridge has to pay.,0.6579427719116211
common_voice_pt_19589021,As folhas ficam marrons e amarelas no outono.,The leaves go brown and yellow in the fall.,The leaves turn brown and yellow in autumn.,0.593968391418457
common_voice_pt_19588986,Um homem com cabelos longos amarrados e vestindo uma camisa azul está tocando clarinete.,A man with long tied up hair and wearing a blue shirt is playing the clarinet.,A man with long tied hair and wearing a blue shirt is playing the clarinet.,1.0063724517822266
common_voice_pt_19589022,Quem teria pensado que um homem poderia mudar tudo.,Who would have thought that a man could change everything.,Who would have thought that a man could change everything?,0.6557559967041016
common_voice_pt_19588993,Um alpinista se aproxima do topo de uma íngreme face de rocha alta.,A hiker approaches from the top of a tall rocky mountain.,A mountaineer approaches the top of a steep face of high rock.,0.8929715156555176
common_voice_pt_19589042,Você é muito valioso!,You are very precious!,You are very valuable.,0.4580502510070801
common_voice_pt_19589035,Quando você entrou em contato com ela?,When did you get in contact with her?,When did you contact her?,0.46279287338256836
common_voice_pt_19588998,Você deveria ser um cara inteligente!,You must be a smart guy!,You should be a smart guy!,0.5167293548583984
common_voice_pt_19589025,"""Eles não tinham a prensa naqueles dias?"" o menino argumentou.","“They didn’t have the press in those days”, the boy argued.","""Didn't he have the press in those days?"" the boy argued.",0.9123876094818115
common_voice_pt_19589023,Eu não quero me arriscar.,I don’t want to risk myself.,I don't want to take any chances.,0.5911462306976318
common_voice_pt_19588997,Uma rua escura da cidade contendo uma mulher andando e muitos carros estacionados.,A dark street in the city containing a woman walking and lots of parked cars.,A dark street in the city containing a woman walking and many parked cars.,0.8861560821533203
common_voice_pt_19589027,Que tipo de papel é a melhor absorção de água?,What type of paper is the best for water absorption?,What kind of paper is the best water absorption?,0.6981005668640137
common_voice_pt_19589028,O homem está correndo uma corrida está sendo aplaudido pelos espectadores.,The man running the race is being applauded by the spectators.,The man is running a race and is being applauded by the spectators.,0.9278261661529541
common_voice_pt_19588995,Dois homens assistem outro jogo em uma corneta de bronze.,Two men watch another game with a brass cornet.,Two men watch another game on a bronze horn.,0.828110933303833
common_voice_pt_19588994,Um cão preto corre na grama próximo a um cão marrom e branco.,A black dog runs in the grass beside a brown and white dog.,A black dog runs on the grass next to a brown and white dog.,0.985504150390625
common_voice_pt_19588987,Um cão detém uma vara grande em sua boca na floresta.,A dog has a big stick in his mouth at the forest.,A dog holds a big stick in its mouth in the forest.,0.7910416126251221
common_voice_pt_19588988,um casal está andando pela calçada com seu cachorro,A couple is walking in the sidewalk with their dog.,A couple is walking down the sidewalk with their dog.,1.9386799335479736
common_voice_pt_19588992,Um mergulho autônomo da mulher com uma grande tartaruga de mar.,A woman dives by herself with a big sea turtle.,A womans autonomous dive with a big sea turtle.,0.9057867527008057
common_voice_pt_19588972,Um cão marrom que está em uma praia ao lado de um Frisbee azul.,A brown dog is in a beach beside a blue frisbee.,A brown dog that is on a beach next to a blue Frisbee.,1.1225907802581787
common_voice_pt_19588991,Uma jovem garota está escorregando em um trenó.,A young girl is sliding on a sled.,A young girl is sliding on a sled.,0.7855508327484131
