id,sentence_pt,reference_en,canary_translation,latency_sec
common_voice_pt_19594609,"Um homem de branco e óculos, trabalhando no laboratório com luvas","A man in white and glasses, working in the lab with gloves on.",A man in white and glasses working in a laboratory with gloves.,0.38427019119262695
common_voice_pt_19594611,Contornos de pessoas olhando em casos de vidro que estão alinhando a passarela.,Outlines of people looking in glass cases that are aligned with the walkway.,People's outlines looking at glass houses that are aligning the catwalk.,0.43275880813598633
common_voice_pt_19594500,Uma garota com uma jaqueta vermelha ri da câmera.,A young girl with a red shirt laughs at the camera.,A girl with a red jacket laughs at the camera.,0.3201014995574951
common_voice_pt_19594499,A jovem está jogando basquete.,The young girl is playing basketball.,The young woman is playing basketball.,0.27788567543029785
common_voice_pt_19594487,Quatro mulheres operam laptops.,Four women using laptops.,Four women operate laptops.,0.291562557220459
common_voice_pt_19594497,Um homem correndo descalço na grama,A man running barefoot on the grass.,A man running barefoot on the grass.,0.2782559394836426
common_voice_pt_19594477,Muito mais é aprendido olhando os livros de decoração.,Much more is learned by looking at the decoration books.,A lot more is learned by looking at the books of the heart.,0.3260324001312256
common_voice_pt_19590740,Recém-casados estão se beijando na recepção no dia do casamento.,The Just Married are kissing at the reception on the wedding day.,Newlyweds are beating at the wedding reception.,0.3684256076812744
common_voice_pt_19594503,Uma gota faz com que um copo seja sobrecarregado.,A drop makes a cup overwhelmed.,A drop makes a glass overloaded.,0.2844834327697754
common_voice_pt_19594479,Um homem está pedalando uma bicicleta pela passarela de um túnel iluminado.,A man is pedaling in a bicycle through the walkway in a lighted tunnel.,A man is pedaling a bicycle through the passageway of an illuminated tunnel.,0.41605591773986816
common_voice_pt_19590739,tocar a última música do Niney The Observer,Play the last Niney The Observer song.,Play Nina's last song and watch.,0.3223598003387451
common_voice_pt_19590738,Em frente ao edifício principal? você pode ver a casa de hóspedes.,In front of the main building? You can see the guest house.,In front of the main building you can see the hostel houses.,0.33655667304992676
common_voice_pt_19590737,Seu escritório me telefonou para segurá-lo.,Your office called me and told me to grab a hold on you.,Your office called me to secure it.,0.2944793701171875
common_voice_pt_19594522,Meu sobrinho trabalha como barista em um pequeno café em Edimburgo.,My nephew works as a barista in a small coffee place in Edimburgo.,My nephew works as a barista in a small café in Edinburgh.,0.4262573719024658
common_voice_pt_19594524,Albert Einstein foi um físico alemão que desenvolveu a Teoria da Relatividade.,Albert Einstein was a German physicist that developed the Theory of Relativity.,Albert Einstein was a German physicist who developed the theory of relativity.,0.397916316986084
common_voice_pt_19590736,Ela disse que Linda fez isso!,She said Linda did it!,She said Linda did that.,0.24174952507019043
common_voice_pt_19590735,Eu prefiro andar de táxi em vez de treinar para ir ao aeroporto.,I’d rather take a cab instead of training to go to the airport.,I prefer to take a taxi instead of training to go to the airport.,0.41014742851257324
common_voice_pt_19590732,Um homem perto de uma ponte no ato de jogar,A man next to a bridge trowing something.,A man near a bridge in the act of playing.,0.42018938064575195
common_voice_pt_19590730,O que está acontecendo aqui?,What is going on here?,What is happening here?,0.30037522315979004
common_voice_pt_19594512,Minha puberdade provavelmente estava exigindo mamãe e papai.,My puberty probably was demanding for mommy and daddy.,My puberty probably was demanding mom and dad.,0.394733190536499
common_voice_pt_19594506,Um homem idoso em um boné azul olhando para o chão.,An old man in a blue cap is looking at the ground.,An old man in a cap looking at the ground.,0.3714735507965088
common_voice_pt_19590727,Como posso te agradecer?,How can I thank you?,How can I thank you?,0.3637681007385254
common_voice_pt_19590725,Posso ver De pé na beira do barulho no cinema mais próximo,I can see it standing at the edge of the noise in the closest movie theatre.,I can see standing by the edge of the noise in the nearest cinema.,0.5834641456604004
common_voice_pt_19594523,"A maioria das motos de passeio na área, mas é preciso ter muito cuidado.","Most motorcycles stroll in the area, but being careful is required.","Most of the bikes are for walking in the area, but you have to be very careful.",0.5376651287078857
common_voice_pt_19594491,Um homem e uma mulher rindo enquanto eles detêm um prêmio.,A man and a woman laughing while they get a prize.,A man or woman rhyme while they hold a prize.,0.43026304244995117
common_voice_pt_19590721,um grande grupo de jovens vestidos com tops brancos e fundos verdes,A big group of young people dressed with white tops and green backgrounds.,A big group of young men dressed with white top hats and blue backgrounds.,0.5397026538848877
common_voice_pt_19590718,Essas duas realidades fariam bem em não perdê-las de vista.,"These two realities, it would be good not to lose the sight of them.",These two realities would be a good thing not to lose sight of.,0.5314874649047852
common_voice_pt_19590716,Eles tinham muito a divulgar.,They had too much too announce.,They had a lot to disclose.,0.38650012016296387
common_voice_pt_19590715,Um homem de camisa britânica está de pé com uma bengala.,A man in a British shirt is standing with a walking stick.,A man in a British shirt is standing with a belt.,0.3287014961242676
common_voice_pt_19590714,Eu estou fumando demais.,I’m smoking too much.,I'm smoking too much.,0.27536869049072266
common_voice_pt_19590713,Um treinador de um jogo escuta seus fones de ouvido e assiste ao jogo.,A coach of a game listens to his earphones and watches the game.,A game coach listens to your earphones and watches the game.,0.3494689464569092
common_voice_pt_19590712,Uma banda praticando para um show.,A band practicing for a show.,A band practicing for a show.,0.2432270050048828
common_voice_pt_19590711,Uma jovem garota contorce seu corpo durante uma performance.,A young girl twitches her body during a performance.,A young girl twists her body during a performance.,0.3192615509033203
common_voice_pt_19590710,Homens sendo entrevistados pela Fox News,Men being interviewed by Fox News.,One in seven interviewed by Fox News.,0.28069305419921875
common_voice_pt_19590709,Nós viemos da Eliana.,We came from Eliana.,We came from Illiana.,0.22656488418579102
common_voice_pt_19594490,"Por favor use barras normais, não barras invertidas.","Please use normal slashes, not backslashes.","Please use normal bars, not inverted bars.",0.3206923007965088
common_voice_pt_19594521,Como vencedor? Carlos dá seu discurso de aceitação em frente ao palco.,How is he a winner? Carlos gives his speech of acceptance in front of the stage.,Convincing Carlos of his acceptance speech in front of the stage.,0.3911614418029785
common_voice_pt_19594489,Desculpe? nem sabíamos que você estava aqui.,I’m sorry? We didn’t even know you were here.,"Sorry, we didn't even know you were here.",0.30602455139160156
common_voice_pt_19594478,Eles se sentiram alegres quando o navio chegou no porto.,They felt happy when the ship arrived to the port.,They felt happy when the ship arrived at the port.,0.3001070022583008
common_voice_pt_19590724,O que você está fazendo aí?,What are you doing there?,What are you doing there?,0.24090361595153809
common_voice_pt_19594508,vibrações de paz em toda a tenda.,Peace vibrations through all the tent.,Tens of peace in every tent.,0.2537350654602051
common_voice_pt_19594498,Lima é a capital do Peru.,Lima is the capital of Peru.,Lima is the capital of Peru.,0.25012779235839844
common_voice_pt_19594486,Pessoas se abrigando em um ginásio,People taking shelter in a gym.,People taking shelter in a gym.,0.28850388526916504
common_voice_pt_19594520,Um menino em uma camisa listrada e um chapéu faz truques nas etapas.,A boy in a striped shirt and a hat does some tricks on the steps.,A boy in a shirt and a hat makes the steps short.,0.3745560646057129
common_voice_pt_19594485,Homem idoso que senta-se em um sofá azul que lê um papel.,An old man that sits in a blue couch that reads a paper.,A fearful man sitting on a blue sofa reading a paper.,0.39339613914489746
common_voice_pt_19594484,Três homens estão cantando karaokê em um bar.,Tree men are singing karaoke in a bar.,Three men are singing karaoke in a bar.,0.30794715881347656
common_voice_pt_19594501,É o primeiro passo que é difícil.,The first step is the hardest.,It's the first step that is difficult.,0.29949498176574707
common_voice_pt_19594482,O que devo dizer?,What should I say?,What should I say?,0.21277952194213867
common_voice_pt_19594519,A mussarela é um queijo cremoso que combina bem com tomate e manjericão.,Mozzarella is a cream cheese that goes well with tomato and basil.,Mozzarella is a creamy cheese that combines well with tomato and majericão.,0.4068465232849121
common_voice_pt_19594518,Que clima maravilhoso!,What a wonderful weather!,What a wonderful weather!,0.25669264793395996
common_voice_pt_19594517,Três adolescentes do lado de fora andando pela rua.,Tree teenagers outside walking by the street.,Three teenagers from the outside walking down the street.,0.3421809673309326
common_voice_pt_19594516,Uma mulher chorando em um microfone.,A woman crying on a microphone.,A woman crying in a microphone.,0.2733592987060547
common_voice_pt_19594515,Esse comportamento das redes neurais é chamado às vezes de sonhar.,This behavior in neural networks is sometimes called dreaming.,This behavior of the moral gods is sometimes called dreaming.,0.3469405174255371
common_voice_pt_19594481,As festas de Páscoa e Natal serão consideradas o dia trabalhado.,The Easter and Christmas parties will be considered a day worked.,Easter and Christmas holidays will be considered the day of work.,0.3691225051879883
common_voice_pt_19594480,A Sicília é a maior ilha do Mar Mediterrâneo.,Sicilia is the biggest island in the Mediterranean Sea.,Sicily is the largest island in the Mediterranean Sea.,0.3582639694213867
common_voice_pt_19594509,"Nos dias de hoje, uma perna de frango é um prato raro.","Nowadays, a chicken leg is a rare dish.","Nowadays, a chicken leg is a rare dish.",0.3620438575744629
common_voice_pt_19594513,Uma menina está correndo por um corredor de madeira de lei,A girl is running through a hardwood corridor.,A girl is running through a wooden corridor of laws.,0.34870028495788574
common_voice_pt_19594510,"Isso é o que eu pensava também, mas pode não ser verdade.","That’s what I thought too, but it can’t be true.","That's what I thought too, but it may not be true.",0.3423633575439453
common_voice_pt_19594525,Um homem é abaixado em uma polia na frente de um prédio,A man is lowered in a pulley in front of a building.,A man is lowered in a pillow in front of a building.,0.36820054054260254
common_voice_pt_19581693,três homens em pé em um local de armazém.,Three man standing in a storage place.,Three men standing in a warehouse.,0.43279600143432617
common_voice_pt_19575528,Um homem está de pé olhando para uma parede de vidro.,A man is standing up is looking towards a glass wall.,A man stands by looking at a glass wall.,0.4397759437561035
common_voice_pt_19581691,Uma mulher posicionou seu nariz de caiaque na água.,A woman positioned the tip of her kayak in the water.,A woman placed her kayak nose in the water.,0.42364978790283203
common_voice_pt_19581692,Cavalo dado não se olha os dentes.,Never look a gift horse in the mouth.,"Given horse, don't look at your teeth.",0.3879117965698242
common_voice_pt_19449897,Onde ela consegue essas coisas?,Where did she get these things?,Where does she get these things?,0.38695549964904785
common_voice_pt_19449896,Ele enviou o menino em uma pequena missão.,He sent the boy on a small mission.,He sent the boy on a small mission.,0.3858530521392822
common_voice_pt_19449895,Vivendo em diferentes municípios e cidades,Living in different counties and cities.,Living in different municipalities and cities.,0.41204380989074707
common_voice_pt_19581688,Por que você acha que silêncios constrangedores nos deixam tão desconfortáveis?,Why do you think that awkward silences make us so uncomfortable?,Why do you think constraining silences make us so uncomfortable?,0.5270507335662842
common_voice_pt_19449894,"""Eu quero ficar no oásis?"" o menino respondeu.",“Do I want to be in the oasis?” the boy answered.,"I want to stay in the oasis, the boy replied.",0.4552767276763916
common_voice_pt_19791512,Eu sou alérgico à penicilina.,I’m allergic to penicillin.,I'm allergic to penicillin.,0.44288086891174316
common_voice_pt_19581684,Um grupo de cinco mulheres em saias azuis praticando tiro com arco.,A group of five women in blue skirts practicing archery.,A group of five women in blue skirts practicing bow shooting.,0.5922200679779053
common_voice_pt_19791515,"Por favor, procure por filme Selado com um Beijo.","Please, look for the movie Sealed with a Kiss.","Please, look for perfume salad with a kiss.",0.31321048736572266
common_voice_pt_19791516,O menino está saltando de um alto trampolim para a piscina.,The boy is jumping from a high trampoline into the pool.,The boy is jumping from a tall trampoline to the pool.,0.3824195861816406
common_voice_pt_19791518,Eu quero saber o que é isso.,I want to know what this is.,I want to know what that is.,0.22731804847717285
common_voice_pt_19791519,um homem pulando de um prédio para outro próximo,A man jumping from one building into a near one.,A man jumping from one building to another nearby.,0.30945348739624023
common_voice_pt_19791520,Uma mulher servindo outra mulher que está esperando na fila.,A woman serving another woman who is waiting in line.,A woman serving another woman waiting in line.,0.2880110740661621
common_voice_pt_19791531,Um grupo de pessoas esperando o metrô.,A group of people waiting for the subway.,A group of people waiting for the metro.,0.2738645076751709
common_voice_pt_19791532,Adeus por agora!,Goodbye for now!,Goodbye for now.,0.22723937034606934
common_voice_pt_19581683,"Esta cerveja foi fabricada na Alemanha?, mais especificamente na Baviera.","This beer was made in Germany, more specifically in Baviera.","This beer was made in Germany, more specifically in Bavaria.",0.3496406078338623
common_voice_pt_19581682,Três garotos sentam e fazem gestos com as mãos.,Three kids sit and make gestures with their hands.,Three boys sit and make gestures with their hands.,0.30829644203186035
common_voice_pt_19581681,Um árbitro assiste de perto quando um arremessador canhoto lança um arremesso do montículo.,A referee watches closely when a left-handed pitcher throws from the mound.,A referee watches closely when the canyon thrower throws a mound.,0.39934206008911133
common_voice_pt_19791533,Três pessoas sentam-se perto de uma rua.,Tree people are seating by near a street.,Three people sit near a street.,0.25603604316711426
common_voice_pt_19791534,"Que sejam projetos de inovação, expansão e melhoria da competitividade.","May they be projects of innovation, expansion and improvement of competitivity.","Let them be projects of innovation, expansion and improvement of competitiveness.",0.4214773178100586
common_voice_pt_19791535,"Mais tarde, descobriu-se que as paredes não eram impenetráveis.","Later, it was found that the walls were not impenetrable.",Later it was discovered that the walls were not impenetrable.,0.9996857643127441
common_voice_pt_19791513,Um homem em um colete de construção está olhando para um veículo.,A man in a construction vest is looking at a vehicle.,A man in a construction vest is looking at a vehicle.,0.2974259853363037
common_voice_pt_19581695,Quatro crianças estão fazendo uma ponte de ginástica nas mãos e nos pés.,Four children are making the bridge exercise in their hands and feet.,Four children are doing a gymnastics bridge on their hands and feet.,0.37997913360595703
common_voice_pt_19581694,É melhor se apaixonar do que ser engraçado.,It’s better to fall in love than being funny.,It's better to be in love than to be funny.,0.32027316093444824
common_voice_pt_19791511,Elásticos capilares tendem a se perder.,Hair elastic bands tend to get lost.,Hair elastics tend to get lost.,0.25778746604919434
common_voice_pt_19817980,"Em agosto, a palha no celeiro e a mulher ao clarear.",In august the straw was in the barn and the woman was in the light.,"In August, the straw of the sealer and the woman were the clarifying.",0.38773488998413086
common_voice_pt_19817982,Essa é a questão. Há o problema.,That is the question. There is the problem.,"That's the issue, there's the problem.",0.32373046875
common_voice_pt_19817984,Uma mulher de preto sobe a parede de pedra.,A woman in black goes up the stone wall.,A woman in black on the stone wall.,0.28446507453918457
common_voice_pt_19817985,Um grupo de amigos joga em um lago.,A group of friends play in a lake.,A group of friends plays in a lake.,0.2913320064544678
common_voice_pt_19817987,Cada um sabe melhor onde o sapato o aperta,Only the wearer knows where the shoe pinches.,Each one knows better where the shoe is close.,0.32816362380981445
common_voice_pt_19817993,Eu sinto que deveria pelo menos tirar algum proveito disso.,I feel that I should at least take some advantage out of this.,I feel that you should at least get some benefit from it.,0.33445048332214355
common_voice_pt_19817994,"Um grupo de pessoas em trajes estão reunidos, alguns deles olhando para um laptop.","A group of people in suits are gathered, some of them looking at a laptop.","A group of people in costumes are gathered, some of them looking at a laptop.",0.399303674697876
common_voice_pt_19817995,Duas pessoas subindo uma colina com um cachorro.,Two people going up a hill with a dog.,Two people climbing a hill with a dog.,0.308638334274292
common_voice_pt_19817997,"Esses empresários egoístas sempre se consideram importantes, só porque usam gravata.","These selfish entrepreneurs always consider themselves important, only because they wear a tie.",These selfish businessmen always consider themselves important just because they wear ties.,0.36484289169311523
common_voice_pt_19818003,Acho que vou.,I think I will.,I think I'll go.,0.23229336738586426
common_voice_pt_19818004,dois homens em bicicletas ao lado de uma estrada de neve no país,Two men riding bicycles next to a snow road in the country.,Two men on bicycles next to a snow road in the country.,0.34752559661865234
common_voice_pt_19818005,Tal momento dipolar oscilante pode trocar energia com uma onda eletromagnética de mesma freqüência.,Such dipolar oscillating moment may trade energy with an electromagnetic wave of the same frequency.,Such a polar oscillating moment can exchange energy with an electromagnetic wave of the same frequency.,0.725684404373169
common_voice_pt_19818007,Um racer da bicicleta sustenta uma mão ao montar uma motocicleta.,A bicycle racer sustains one hand by riding a motorcycle.,A bicycle racer holds a hand while mounting a motorcycle.,0.5097055435180664
common_voice_pt_19818009,O menino está fazendo um salto no ar em sua bicicleta.,The boy is doing a jump in the air on his bicycle.,The boy is doing a sound in the air on his bike.,0.41773200035095215
common_voice_pt_19818010,"Vamos abordar esta questão?, espero.",Will we address this question? I hope so.,Shall we address this issue? I hope so.,0.45719313621520996
common_voice_pt_19818011,Um cachorro preto correndo pela neve.,A black dog running through the snow.,A black dog running through the snow.,0.39507579803466797
common_voice_pt_19575541,Algumas pessoas estão comendo em um restaurante à noite.,Some people are eating in a restaurant at night.,Some people were eating in a restaurant at night.,0.43362855911254883
common_voice_pt_19818008,"Mídia cultural: papéis, vozes e imagens que atingem o público.","Cultural media: papers, voices and imagens that reach the public.","Cultural media, roles, voices and images that reach the audience.",0.5328168869018555
common_voice_pt_19575545,"Pequenos ladrões são enforcados, mas os grandes escapam.","Little thieves are hung, but the big ones escape.","Small thieves are hanged, but the big ones escape.",0.4375269412994385
common_voice_pt_19572324,Uma chuva de terra caiu dos canos quentes.,A mud storm fell down the hot pipes.,A rain of earth fell from the hot pipes.,0.47733569145202637
common_voice_pt_19572325,Mas era apenas uma imagem do seu antigo eu.,But it was just an image of your old self.,But it was just an image of your old self.,0.49176621437072754
common_voice_pt_19572326,Outras informações: veja as dobras.,For more information: see the edges.,"Other information, folds.",0.2896997928619385
common_voice_pt_19572327,Conserte o casaco antes de sair.,Fix the coat before you leave.,Fix your coat before you go out.,0.2943265438079834
common_voice_pt_19573366,Tranquilidade é o primeiro dever dos cidadãos.,Tranquility is the first responsibility of the citizens.,Peace is the first duty of citizens.,0.300062894821167
common_voice_pt_19573367,"Chegamos ao campo quando não resta muito, porque está muito escuro.","We arrived at the field when there wasn’t much else, because it was very dark.",We arrived at the field when there wasn't much left because it was very dark.,0.39745068550109863
common_voice_pt_19575547,"Eu não estou disponível, mas onze estão agora.","I’m not available, but eleven others are right now.","I am not available, but eleven are now.",0.3079967498779297
common_voice_pt_19575546,Um homem em uma camisa verde em um salão de cabeleireiro.,A man in a green shit in a hair saloon.,A man in a green shirt in a hairdresser's salon.,0.34486842155456543
common_voice_pt_19573369,Trabalhadores da construção civil a trabalhar à noite.,Construction workers to work at night.,Construction workers working at night.,0.27025723457336426
common_voice_pt_19581690,O telhado deve ser inclinado em uma inclinação acentuada.,The roof must be tilted at a steep inclination.,The roof should be inclined in a high inclination.,0.3316051959991455
common_voice_pt_19575544,Eu não sei até que ponto minha experiência é comum.,I don’t know until what point is my experience common place.,I don't know to what extent my experience is common.,0.32550597190856934
common_voice_pt_19575542,Uma fila de pessoas está percorrendo uma estrada.,A line of people is running through a track.,A line of people is walking a road.,0.2676258087158203
common_voice_pt_19575539,"Pomares e moleiros, a colheita nunca desmoronou.","Orchards and millers, the harvest never fell apart.","Pomares and moleiros, the harvest never collapsed.",0.31677961349487305
common_voice_pt_19575538,"Suporta três estilos diferentes de sobreposições?, embora eu prefira os círculos.","It supports three different styles of superpositions, although I prefer the circle ones.","It supports three different styles of overlaps, although I prefer circles.",0.3808174133300781
common_voice_pt_19575532,Uma pequena palavra pode derrubá-lo.,One small word can knock you down.,A little word can knock you down.,0.262113094329834
common_voice_pt_19575530,O que ele diz?,What does he say?,What did she say?,0.20114994049072266
common_voice_pt_19575529,Um casal asiático recém-casado recebe pétalas de flores jogadas sobre eles.,A just married Asian couple receives flower petals thrown at them.,A newly married Asian couple receives flower petals thrown over them.,0.40425968170166016
common_voice_pt_19582932,um homem anda por uma arcada.,A man walks through an arcade.,A man walks through an arcade.,0.2661457061767578
common_voice_pt_19582933,"Você pode, por favor, verificar seu estoque?",Can you please check your stock?,Can you please check your stock?,0.280576229095459
common_voice_pt_19582934,"""Um momento"", disse ela.","“One moment”, she said.","Wait, she said.",0.22690606117248535
common_voice_pt_19588981,O cão de boa raça lembra o pão e o jogo.,A good breed dog reminds the bread and the game.,The dog of good breed reminds the bread and the game.,0.35861897468566895
common_voice_pt_19588960,Estou procurando o álbum Formula One Championship Edition,I am looking for the Formula One Championship Edition album.,I am looking for the Formula One Championship Edition album.,0.34781861305236816
common_voice_pt_19588961,O menino de camisa azul chuta a bola de futebol.,The boy in the blue shirt kicks the football.,The boy in the blue shirt kicks the soccer ball.,0.386641263961792
common_voice_pt_19588962,mostre a programação do Unborn mas esquecido,Show the programming of Unborn but forgotten.,Show the programming of the most forgotten Unborn.,0.32535362243652344
common_voice_pt_19588963,duas meninas andando na rua,Two girls walking on the street,Two girls walking on the street.,0.27895140647888184
common_voice_pt_19588964,Todos eles saíram de casa e voaram para Marte.,They all left home and flew to mars.,They all left their homes and flew to Mars.,0.30276966094970703
common_voice_pt_19588965,Um grupo de crianças em trajes estão em um palco com cortinas vermelhas.,A group of children in costumes are on a stage with red curtains.,A group of children in costumes are on a stage with red curtains.,0.3918917179107666
common_voice_pt_19588966,Duas crianças entram na traseira de um veículo do banco da frente,Two children get into the back of a vehicle in the front seat.,Two children got in the back of a vehicle on the front seat.,0.37021636962890625
common_voice_pt_19588967,Três mulheres estão conversando e olhando ao redor.,Three women are talking and looking around.,Three women are talking and looking around.,0.2726719379425049
common_voice_pt_19588968,Um par de homens do exército jogando beisebol.,A couple of army men playing baseball.,A couple of army men playing baseball.,0.2968482971191406
common_voice_pt_19588975,Uma mulher toca um teclado na frente de um público.,A woman plays a keyboard in front of an audience.,A woman plays a keyboard in front of an audience.,0.3388340473175049
common_voice_pt_19588976,Um motorista recebe um pouco de ar sobre uma colina irregular.,A driver receives a bit of air on an irregular hill.,A driver is receiving some air on an irregular hill.,0.345944881439209
common_voice_pt_19588977,está frio em Vigus Tennessee,It is cold in Vigus Tennessee.,"It's cold in Vigus, Tennessee.",0.33391475677490234
common_voice_pt_19588978,A questão da propriedade parece ser mais complicada.,The property issue seems to be more complicated.,The issue of ownership seems to be more complicated.,0.48804783821105957
common_voice_pt_19588979,Você quer divulgá-los?,Do you want to spread them?,Do you want to disclose them?,0.35149288177490234
common_voice_pt_19588980,Uma propriedade rural,A rural property.,A rural property.,0.361130952835083
common_voice_pt_19588982,Homem usando lupa enquanto trabalhava em um projeto de elaboração de madeira.,Man using magnifying glass while working on a woodworking project.,A man using a magnifying glass while working on a woodwork project.,0.5325634479522705
common_voice_pt_19588983,Uma mulher e criança estão em um parque manipulando um dos brinquedos lá,A woman and a child are in a park manipulating one of the toys there.,A woman and children are in a park manipulating one of the toys there.,0.5891904830932617
common_voice_pt_19588984,Um grupo de pessoas sentadas em um sofá tomando bebidas.,A group of people seated on a couch having drinks.,A group of people sitting on a couch drinking.,0.4344162940979004
common_voice_pt_19589045,Um grupo de homens assiste televisão.,A group of men watches television.,A group of men watch television.,0.35246849060058594
common_voice_pt_19589046,como está o tempo em Baywood,How is the weather in Baywood.,How's the weather in Beywood?,0.36355042457580566
common_voice_pt_19589047,A estrada larga brilhou sob o sol quente.,The wide road shone over the hot sun.,The wide road shone under the hot sun.,0.39290833473205566
common_voice_pt_19589048,Você me diz? e eu farei isso.,You tell me? and I'll do it.,You tell me and I will do it.,0.39362454414367676
common_voice_pt_19589049,Dois cães rajados correndo na grama.,Two brindle dogs running on the grass.,Two ray dogs running on the grass.,0.48555636405944824
common_voice_pt_19589050,Um homem vestindo uma camisa branca e ele está se divertindo,A man wearing a white shirt and he is having fun.,A man wearing a white shirt and he's having fun.,0.4235560894012451
common_voice_pt_19589051,Um homem bebendo suco de laranja enquanto caminhava.,A man drinking orange juice while walks.,A man drinking orange juice while walking.,0.310530424118042
common_voice_pt_19589054,"Por favor, coloque um cabide no seu nariz antes de ler isto.",Please put a hanger on your nose before reading this.,Please put a cabbage in your nose before reading this.,0.3473784923553467
common_voice_pt_19589080,Vamos sair,Let’s go out.,Let's go out?,0.23084068298339844
common_voice_pt_19589082,Um macho em um terno preto e chapéu segurando o fio.,A male in a black suit and a hat holding the thread.,A male on a black thorn and hat holding the wire.,0.38010168075561523
common_voice_pt_19589084,A água neste poço é uma fonte de boa saúde.,The water in this well is source of good health.,The water in this well is a source of good health.,0.31470799446105957
common_voice_pt_19589083,Um time de futebol feminino se une.,A female soccer team comes together.,A women's football team is joining.,0.326915979385376
common_voice_pt_20120418,Esta é uma foto de um gato?,Is this a picture of a cat?,This is a picture of a cat.,0.25733160972595215
common_voice_pt_20120426,"Finalmente, na tabela dez, podemos ver a evolução dos empregos no setor da construção.","Finally, on table ten, we can see the evolution of the jobs on the construction sector.","Finally, in table ten we can see the evolution of jobs in the construction sector.",0.4260241985321045
common_voice_pt_20120419,Pessoas caminhando por um festival de comida lotado em uma rua fechada,People walking through a packed food festival on a closed street.,People walking through a crowded food festival on a closed street.,0.4138307571411133
common_voice_pt_20120425,"Depois de executar a calibração?, a precisão é visivelmente melhor.","After performing the calibration, the precision is visibly better.","After the calibration, the accuracy is visibly better.",0.3569352626800537
common_voice_pt_20120424,Um bebê olha para fora sobre a borda de seu cercadinho.,A baby looks outside over the edge of its playpen.,A baby looks out over the edge of its little fence.,0.3171863555908203
common_voice_pt_20120422,"Comunicar intenções, idéias e sentimentos de forma consistente e honesta.","Communicate intentions, ideas and feelings in a consistent and honest way.","Communicate intentions, ideas and feelings in a consistent and honest way.",0.4062514305114746
common_voice_pt_20120439,"Saturno, Urano e Neturno.","Saturn, Uranus and Neptune.","Saturn, Uranus and Neptune.",0.29884958267211914
common_voice_pt_20130014,Uma família no deserto.,A family in the desert.,A family in the desert.,0.22511792182922363
common_voice_pt_20129961,Isso é bem verdade.,That is quite true.,That's true.,0.22791790962219238
common_voice_pt_20120414,Que bem isso fará?,What good will that do?,What good will that do?,0.21927738189697266
common_voice_pt_20120400,Há líderes de torcida jogando um membro no ar.,There are cheerleaders throwing one of them in the air.,The fans' leader throwing a member into the air.,0.354874849319458
common_voice_pt_20120397,Eles não tinham guitarras de que você gostasse?,Didn’t they have guitars that you liked?,Didn't they have guitars you liked?,0.29446911811828613
common_voice_pt_20120395,Um trabalhador da construção civil vestindo uma camisa preta e jeans? configura sua escada.,A construction worker wearing a black shirt and jeans is arranging his ladder.,A construction worker wearing a black jeans shirt configures his staircase.,0.43283796310424805
common_voice_pt_20120394,"Eu estou indo para o lugar do sushi, você quer pegar alguma coisa?","I’m going to the sushi place, do you want to grab something?",I'm going to the sushi place. Do you want to get something?,0.375225305557251
common_voice_pt_20129932,Duas mulheres estão na frente de um rebanho de cabras.,Two women are in front of a herd of goats.,Two women are in front of a flock of goats.,0.32456231117248535
common_voice_pt_20120367,O curso estará aberto até a última semana de março.,The course will be open until the last week of March.,The course will be open until the last week of March.,0.3126850128173828
common_voice_pt_20120373,Um cachorro está brincando com uma bola de futebol na neve.,A puppy is playing with a soccer ball in the snow.,A dog is playing with a snowball.,0.29730868339538574
common_voice_pt_20120383,Bilhete contrário de Scoot,Reverse ticket for Scoot.,Ticket opposite discusses.,0.2715177536010742
common_voice_pt_20004022,Uma pitada de pimenta estraga ensopado de carne.,A pinch of pepper spoils the meat stew.,A pinch of pepper spoils a meat-sacked meat.,0.3836967945098877
common_voice_pt_20004020,É melhor trocarmos chaves.,Its better to exchange keys.,It's better to change the keys.,0.27382564544677734
common_voice_pt_19990656,As chuvas de janeiro enchem o barril e o celeiro.,January rains fill the barrel and the barn.,January rains fill the barrel and the stove.,0.31449103355407715
common_voice_pt_20003976,Abuso de autoridade por parte do partido.,Abuse of authority by the party.,Party abuse of authority.,0.2708418369293213
common_voice_pt_20003973,"Um recurso importante é usar o jogo, a presença da família em nossa sociedade.","An important resource is using the game, the presence of the family in our society.","An important resource is to use the game, the presence of the family in our society.",0.4633369445800781
common_voice_pt_20003940,"Se por medo dos pardais parassem de semear, eles seriam colhidos mais tarde.","If, for fear of sparrows they stopped sowing, they would be harvested later.","If they stopped sowing because of fear of the birds, they would be harvested later.",0.6286427974700928
common_voice_pt_20003939,Uma menina que joga com um cão perto de um carro de polícia.,A girl playing with a dog near a police car.,A girl playing with a dog near a police car.,0.4729330539703369
common_voice_pt_20003938,"Na terra e no gado, você nunca precisa se cansar.",In land and in cattle you never have to get tired.,"On the flooded earth, you never need to tire.",0.4701695442199707
common_voice_pt_20003937,"Tempo, tudo cura.","Time, heals everything.",Time heals everything.,0.3081796169281006
common_voice_pt_20003936,Um homem pulando em uma placa de esqui.,A man jumping on a ski board.,A man jumping on a ski board.,0.45826029777526855
